imdbID,content,date,director,leadActor,rotten_tomatoes_rating
0113638,"After becoming engaged to Emily, Gabe finds himself watching a graceful pair of dancers in a dance studio window. Hoping to learn to dance for his upcoming wedding, Gabe enters the studio to take lessons. While interested in his d...",17 Nov 1995,Eleanor Bergstein,"Campbell Scott, Jennifer Beals, Yancy Butler",N/A
2656588,"Paranoia forces small-time scam artist Marty to flee his hometown and hide out in a dangerous Detroit. With nothing but a pocket full of bogus checks, his Power Glove, and a bad temper, the horror metal slacker lashes out.",06 Mar 2015,Joel Potrykus,"Joshua Burge, Joel Potrykus, Teri Ann Nelson",87%
3450650,"After six years of keeping our malls safe, Paul Blart has earned a well-deserved vacation. He heads to Las Vegas with his teenage daughter before she heads off to college. But safety never takes a holiday and when duty calls, Blar...",17 Apr 2015,Andy Fickman,"Kevin James, Raini Rodriguez, Eduardo Verástegui",6%
3149640,"Despite being blocked at almost every turn in pursuit of the sport he loved, Seve Ballesteros fought against adversity to become the most spectacular and charismatic golfer to ever play the game.",24 Mar 2016,John-Paul Davidson,"José Luis Gutiérrez, José Navar, Tiger Woods",73%
3365778,"Charlie is an average French suburban teenager, but when she becomes fast friends with Sarah, the rebellious new girl at school, she discovers there's nothing average about how she feels.",11 Sep 2015,Mélanie Laurent,"Joséphine Japy, Lou de Laâge, Isabelle Carré",93%
0124770,"When a terrorist attack is blamed on the Air Force, Special Vehicle Unit 2 gets caught in the middle of a growing political conflict.",05 Nov 1993,Mamoru Oshii,"Mîna Tominaga, Briony Glassco, Julie Ann Taylor",N/A
3104930,An anthropologist awakes with a thirst for blood after an assistant stabs him with a cursed dagger.,13 Jan 2015,Spike Lee,"Stephen Tyrone Williams, Zaraah Abrahams, Rami Malek",45%
2726560,"The lives of a young couple intertwine with a much older man, as he reflects back on a past love.",10 Apr 2015,George Tillman Jr.,"Scott Eastwood, Britt Robertson, Alan Alda",31%
1555440,"The story of five girls and one epic night. The girls will find love, lust, girl-fights, rock and roll, and a whole lot of stoned sorority girls.",01 Feb 2014,Alexandra Kondracke,"Lisa Rieffel, Erin Kelly, Michelle Lombardo",N/A
3622332,Vengeance is the driving force behind a shadow walker's return to Norman conquered Saxon lands after the Battle of Hastings and a brutal repression of it's people by a cruel lord.,29 May 2015,Jim Weedon,"Stanley Weber, Annabelle Wallis, Karel Roden",13%
2404299,"Charlie has everything: a great job, friends, family, the whole package. However, he doesn't have love.",24 Apr 2014,Luke Matheny,"Matt LeBlanc, Ali Larter, Adam Rodriguez",29%
1772288,An aging rock star decides to change his life when he discovers a 40-year-old letter written to him by John Lennon.,10 Apr 2015,Dan Fogelman,"Al Pacino, Annette Bening, Jennifer Garner",78%
0327698,"Dream vacation Dream on! Ren, Louis, and the entire Stevens family battle ferocious squirrels, angry natives and one another on the adventure of a lifetime.",13 Jun 2003,Sean McNamara,"Shia LaBeouf, Christy Carlson Romano, Donna Pescow",40%
2044801,"After her cop father is killed, a young woman tracks the murderer down with the help of his ex-partner.",28 Aug 2014,Ralph Ziman,"India Eisley, Jaco Muller, Annabel Linder",0%
3064298,"A single woman takes the place of a stranger's blind date, which leads to her finding the perfect boyfriend.",13 Nov 2015,Ben Palmer,"Lake Bell, Rory Kinnear, Ken Stott",80%
2126355,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey with his ex-wife across the state in order to rescue his daughter.",29 May 2015,Brad Peyton,"Dwayne Johnson, Carla Gugino, Alexandra Daddario",48%
2788716,"When Alice Klieg wins the Mega-Millions lottery, she immediately quits her psychiatric meds and buys her own talk show.",01 May 2015,Shira Piven,"Kristen Wiig, James Marsden, Linda Cardellini",72%
3098812,It's James Franco's turn to step in to the celebrity hot seat for the latest installment of The Comedy Central Roast.,02 Sep 2013,Joel Gallen,"James Franco, Seth Rogen, Jeffrey Ross",N/A
3699674,"Germantown and Martin Luther King High Schools were bitter rivals for over 40 years. This past year, a budget crisis caused Philadelphia to lay off over 4000 employees and close two dozen schools, including Germantown High. Now Ge...",23 Apr 2014,Judd Ehrlich,"Dontae Angus, Ed Dunn, Salvatore Henderson",N/A
2679042,An assassin teams up with a woman to help her find her father and uncover the mysteries of her ancestry.,21 Aug 2015,Aleksander Bach,"Rupert Friend, Hannah Ware, Zachary Quinto",8%
4312536,"Nurick and Yaroslav are trying to robe a crime boss. Unfortunately, Nurick dies but returns to the world with a mission: to be the guardian angel of Yaroslav.",19 Mar 2015,Evgeniy Shelyakin,"Aleksey Chadov, Merab Ninidze, Sergey Makovetskiy",N/A
3623726,"A musician who gave up everything for her dream of rock-and-roll stardom returns home, looking to make things right with her family.",07 Aug 2015,Jonathan Demme,"Meryl Streep, Kevin Kline, Mamie Gummer",64%
3155242,"Alexander, a boy who has been raised in a sequestered commune, finds that his increasing unwillingness to fall in line puts him on a collision course with Gregori, the society's charismatic and domineering leader.",02 Oct 2015,Ariel Kleiman,"Vincent Cassel, Jeremy Chabriel, Florence Mezzara",58%
3327624,"An elite 'search and rescue' team transport onto an off-world mining-facility to rescue Whit Carmichael, the lone survivor of a biological outbreak.",20 May 2015,Shane Abbess,"Daniel MacPherson, Grace Huang, Luke Hemsworth",31%
2848292,"After a humiliating command performance at The Kennedy Center, the Barden Bellas enter an international competition that no American group has ever won in order to regain their status and right to perform.",15 May 2015,Elizabeth Banks,"Anna Kendrick, Rebel Wilson, Hailee Steinfeld",65%
2980472,"On the verge of giving up on life, a guy travels to his hometown to make amends.",24 Apr 2015,Courteney Cox,"Seann William Scott, Olivia Thirlby, Garret Dillahunt",9%
2402927,An aspiring photographer develops an intimate relationship with an older woman in 1950s New York.,15 Jan 2016,Todd Haynes,"Cate Blanchett, Rooney Mara, Sarah Paulson",94%
0076727,"The life of entire statistical bureau becomes crazy when an ordinary worker, a shy man, falls in love with a boss, a strict woman.",26 Oct 1977,Eldar Ryazanov,"Alisa Freyndlikh, Andrey Myagkov, Svetlana Nemolyaeva",N/A
0055400,Three criminals contrive the entire moonshine facility inside a wilderness hut. Their law-abiding dog is going to stop that outrage.,08 Jan 1962,Leonid Gaidai,"Evgeniy Morgunov, Georgiy Vitsin, Yuriy Nikulin",N/A
3464902,"In a dystopian near future, according to the laws of The City, single people are taken to The Hotel, where they are obliged to find a romantic partner in 45 days or they're transformed into beasts and sent off into The Woods.",16 Oct 2015,Yorgos Lanthimos,"Colin Farrell, Rachel Weisz, Jessica Barden",87%
3499048,"Tomas is too much for his lone mother so she sends him to live with his older brother Federico, aka Sombra, in Mexico City.",20 Mar 2015,Alonso Ruizpalacios,"Tenoch Huerta, Sebastián Aguirre, Ilse Salas",93%
1881002,"A teenage girl in the Midwest becomes infected by an outbreak of a disease that slowly turns the infected into cannibalistic zombies. During her transformation, her loving father stays by her side.",08 May 2015,Henry Hobson,"Arnold Schwarzenegger, Abigail Breslin, Joely Richardson",59%
2967224,An uptight and by-the-book cop (Reese Witherspoon) tries to protect the outgoing widow (Sofia Vergara) of a drug boss as they race through Texas pursued by crooked cops and murderous gunmen.,08 May 2015,Anne Fletcher,"Reese Witherspoon, Sofía Vergara, Matthew Del Negro",8%
3205376,"A young Scottish man travels across America in pursuit of the woman he loves, attracting the attention of an outlaw who is willing to serve as a guide.",16 Apr 2015,John Maclean,"Kodi Smit-McPhee, Caren Pistorius, Aorere Paki",92%
2403021,"A group of student activists travels to the Amazon to save the rain forest and soon discover that they are not alone, and that no good deed goes unpunished.",25 Sep 2015,Eli Roth,"Lorenza Izzo, Ariel Levy, Aaron Burns",38%
1731701,"A teenage special ops agent coveting a ""normal"" adolescence fakes her own death and enrolls in a suburban high school. She quickly learns that surviving the treacherous waters of high school is more challenging than international ...",30 Apr 2015,Kyle Newman,"Jaime King, Samuel L. Jackson, Madeleine Stack",26%
0060330,"The time of the French revolution, and Citizen Robespierre is beheading the French aristocracy. When word gets to England, two noblemen, Sir Rodney Ffing and Lord Darcy take it upon themselves to aid there French counterparts. Sir...",14 Dec 1967,Gerald Thomas,"Sidney James, Kenneth Williams, Jim Dale",N/A
0439876,"When Tom comes home on Valentine's Day to a ""Dear John"" Letter from his girlfriend, he spends the rest of the night talking to his four best friends about woman, sex &amp; love until five women show up and the battle of the sexes begins.",23 Mar 2007,Mars Callahan,"Cuba Gooding Jr., Matthew Lillard, Sean Astin",N/A
0059855,"Sun Wukong, the King of the Monkeys, sets off on his first adventure to gain a worthy weapon. This earns the attention of the Jade Emperor of Heaven.",N/A,"Wan Laiming, Cheng Tang","Yue-Feng Qiu, Run-Sheng Fu, Hans Alfredson",N/A
2486678,"An aspiring novelist enters into a relationship with a woman, though there's just one catch: She's married and the couple can only meet between the hours of 5 and 7 each evening.",12 Feb 2015,Victor Levin,"Anton Yelchin, Bérénice Marlohe, Olivia Thirlby",70%
0072613,"A carefree plumber spends his days drinking and chasing women, but the emptiness of his life starts catching up to him.",13 Oct 1975,Georgiy Daneliya,"Leonid Kuravlyov, Evgeniya Simonova, Evgeniy Leonov",N/A
0874952,"In nineteenth-century Russia, a teenage boy in search of love is drawn to two very different women.",15 Feb 2008,Aleksandr Petrov,"Aleksandr Palamishev, Aleksandra Zhivova, Evgeniya Kryukova",N/A
1217565,"It's the day of radio in Russia. The radio station staff decides to invite famous bands, who will perform live. And something goes wrong!",20 Mar 2008,Dmitriy Dyachenko,"Diana Arbenina, Leonid Barats, Aleksandr Demidov",N/A
3659388,"An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive and can survive until a potential rescue.",02 Oct 2015,Ridley Scott,"Matt Damon, Jessica Chastain, Kristen Wiig",91%
2948790,A nurse living in small town goes on a blind date with a man who is not the person he says he is.,14 Aug 2015,Fouad Mikati,"Rosamund Pike, Shiloh Fernandez, Nick Nolte",14%
3472226,"In 1985, Kung Fury, the toughest martial artist cop in Miami, goes back in time to kill the worst criminal of all time - Kung Führer, a.k.a. Adolf Hitler.",28 May 2015,David Sandberg,"David Sandberg, Jorma Taccone, Steven Chew",N/A
1198196,Radio station gets the task to achieve an election victory for a mysterious client.,18 Oct 2007,Oleg Fomin,"Leonid Barats, Rostislav Khait, Aleksandr Demidov",N/A
3312830,A retired orchestra conductor is on vacation with his daughter and his film director best friend in the Alps when he receives an invitation from Queen Elizabeth II to perform for Prince Philip's birthday.,04 Dec 2015,Paolo Sorrentino,"Michael Caine, Harvey Keitel, Rachel Weisz",71%
3247714,"A Foreign Service Officer in London tries to prevent a terrorist attack set to hit New York City, but is forced to go on the run when she is framed for crimes she did not commit.",29 May 2015,James McTeigue,"Milla Jovovich, Pierce Brosnan, Dylan McDermott",8%
4382552,A documentary about young women who have been drawn into the sex trade - and how easy it is for a web-savvy generation to end up making porn.,29 May 2015,"Jill Bauer, Ronna Gradus","Tressa Silguero, Riley Reynolds, Rachel Bernard",83%
0080037,"A man with imagination opposes a society without it. Society forces him to betray his freedom-loving spirit, but imagination is immortal.",01 Jan 1980,Mark Zakharov,"Oleg Yankovskiy, Inna Churikova, Elena Koreneva",N/A
0080439,"A grouchy farmer, known around his small Italian town as being wonderful to his employees, but actively driving everyone else away, is in for a surprise when a beautiful girl from the city, ends up on his stoop after her car break...",20 Dec 1980,"Franco Castellano, Giuseppe Moccia","Adriano Celentano, Ornella Muti, Edith Peters",N/A
0419058,"Baburao, Raju and Shyam are living happily after having risen from rags to riches. Still, money brings the joy of riches and with it the greed to make more money. And so, with a don as an unknowing investor, Raju initiates a new g...",09 Jun 2006,Neeraj Vora,"Akshay Kumar, Suniel Shetty, Paresh Rawal",N/A
3079380,"A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.",05 Jun 2015,Paul Feig,"Melissa McCarthy, Rose Byrne, Jude Law",95%
